material_id,question_number,question_type,question_mode,prompt,question_text,helper_text,question_image_url,correct_answer,correct_image_url,explanation,option_a,option_b,option_c,option_d,option_a_image_url,option_b_image_url,option_c_image_url,option_d_image_url,drag_items,drop_targets,multipart_items
77,25,multipart,practice,Jawab tiap bagian berikut.,,,,,,,,,,,,,,,,,"a|Sederhanakan 2(3a-4)-a|5a-8;b|Jika a=2, nilai 5a-8|2;c|Bentuk aljabar jumlah uang 5 lembar masing-masing b ribu|5b"
77,26,multipart,practice,Jawab tiap bagian berikut.,,,,,,,,,,,,,,,,,"a|Jika WIB 08.00, WITA pukul ...|09.00;b|Jika WIT 21.15, WIB pukul ...|19.15;c|Jika s=vt, v=60 km/jam dan t=1.5 jam, s=?|90"
77,27,multipart,practice,Jawab tiap bagian berikut.,,,,,,,,,,,,,,,,,"a|Rata-rata x dan x+6|x+3;b|Nilai 40% dari y|0.4y;c|Jika y=50, nilai 0.4y|20"
77,28,mcq,practice,Sederhanakan 6 - 2(a-4) + a.,,,,14-a,,6-2a+8+a=14-a.,14-a,a-14,14+a,6-a,,,,,,,
77,29,essay,practice,"Jika 3x-2y=4 dan x=2, tentukan y.",,,,1,,6-2y=4 => y=1.,,,,,,,,,,,
77,30,mcq,practice,Manakah yang setara dengan 5 - (x-2)?,,,,7-x,,5-x+2=7-x.,7-x,5-x-2,x-7,x+7,,,,,,,
77,31,essay,practice,Kembalian dari Rp 50000 untuk harga 2a+5000 dinyatakan ...,,,,45000-2a,,50000-(2a+5000)=45000-2a.,,,,,,,,,,,
77,32,mcq,practice,Nilai |a-7| jika a=12 adalah ...,,,,5,,|12-7|=5.,5,-5,19,-19,,,,,,,
77,33,essay,practice,Sederhanakan 3(2x-1) - (x-4).,,,,5x+1,,,,,,,,,,,,,
77,34,mcq,practice,"Jika t = s/v, s=150 dan v=3x, maka t= ...",,,,50/x,,150/(3x)=50/x.,50/x,450x,¹⁵⁰⁄₃,x/50,,,,,,,
77,35,essay,practice,Suatu bilangan dikurangi 8 hasilnya 3x. Nyatakan bilangan itu.,,,,3x+8,,,,,,,,,,,,,
77,36,mcq,practice,Ekspresi yang bernilai 0 saat x=2 adalah ...,,,,2x-4,,2(2)-4=0.,2x-4,x+2,3x-4,x-3,,,,,,,
77,37,essay,practice,Tentukan x jika 5x-2 = 3x+8.,,,,5,,,,,,,,,,,,,
77,38,mcq,practice,"Jika a=-3, nilai a²-2a adalah ...",,,,15,,9+6=15.,15,-15,9,-9,,,,,,,
77,39,essay,practice,Sederhanakan (2x+3y) - (x-2y) + 4.,,,,x+5y+4,,,,,,,,,,,,,
77,40,mcq,practice,"Jika s=vt, s=12 km dan t=0.5 jam, maka v= ...",,,,24,,¹²⁄₀.5=24.,24,6,12,18,,,,,,,
