material_id,question_number,question_type,question_mode,prompt,question_text,helper_text,question_image_url,correct_answer,correct_image_url,explanation,option_a,option_b,option_c,option_d,option_a_image_url,option_b_image_url,option_c_image_url,option_d_image_url,drag_items,drop_targets,multipart_items
67,28,essay,practice,Tangki berisi 2.225 l. Dikeluarkan 975 l 325 ml. Sisa air adalah...,,,,1249 l 675 ml,,,,,,,,,,,,,
67,29,essay,practice,Volume balok 3 cm x 4 cm x 5 cm adalah...,,,,60 cm3,,,,,,,,,,,,,
67,30,multipart,practice,Hitung volume dua bangun pada gambar.,,,TODO_IMG_VOLUME_CUBES_B.png,,,,,,,,,,,,,,a|Volume A|8 cm3;b|Volume B|18 cm3
67,31,essay,practice,"Jika 1 kubus = 1 cm3, berapa kubus untuk volume 12 cm3?",,,,12,,,,,,,,,,,,,
67,32,mcq,practice,Satuan baku untuk volume ruang adalah...,,,,C,,,cm2,m2,cm3,m2,,,,,,,
67,33,drag_drop,practice,Tentukan benar atau salah.,,,,,,,,,,,,,,,"1 liter = 1000 ml;1 m3 = 1000 cm3;Volume harus diisi satuan tidak baku sampai penuh;Jika gelas lebih besar, jumlah penuangan lebih banyak","benar,salah,benar,salah",
67,34,essay,practice,Susu 7 l 500 ml diminum 3 l 700 ml. Sisa susu adalah...,,,,3 l 800 ml,,,,,,,,,,,,,
67,35,mcq,practice,6.340 ml sama dengan...,,,,A,,,6 l 340 ml,6 l 34 ml,6 l 430 ml,63 l 40 ml,,,,,,,
67,36,multipart,practice,Konversi volume berikut.,,,,,,,,,,,,,,,,,a|2.5 l = ... ml|2500;b|1800 ml = ... l|1.8
67,37,essay,practice,Sebutkan satu contoh satuan tidak baku untuk volume.,,,,gelas,,,,,,,,,,,,,
67,38,drag_drop,practice,Pasangkan ukuran balok dengan volumenya.,,,,,,,,,,,,,,,2x2x2;2x3x4;1x5x6;3x3x3,"8,24,30,27",
67,39,essay,practice,"Volume balok 24 cm3, tinggi 3 cm. Berapa luas alasnya?",,,,8 cm2,,,,,,,,,,,,,
67,40,mcq,practice,Mana volume yang paling besar?,,,,A,,,2 l,1500 ml,1.8 l,750 ml,,,,,,,
